10	7300000	7305000	10	7455000	7460000	0.054895833	0.06604716	2.64355E-4	0.01538041
10	7445000	7450000	10	7525000	7530000	0.04713424	0.050854333	0.06828031	0.06817622
10	7450000	7455000	10	7510000	7515000	0.015473023	2.1874838E-8	1.9391138E-17	0.021074224
10	7450000	7455000	10	7520000	7525000	0.04059916	0.04041937	0.056641776	0.056313083
10	7450000	7455000	10	7525000	7530000	0.028200243	0.028986232	0.0398338	0.040675778
10	7450000	7455000	10	7725000	7730000	0.00329974	0.00449087	0.015137402	0.052929986
10	7460000	7465000	10	7510000	7515000	4.3721886E-7	4.4789465E-7	7.054274E-7	0.07634196
10	7470000	7475000	10	7510000	7515000	9.0033544E-14	9.509918E-14	2.3347295E-6	1.5464748E-13
10	7480000	7485000	10	7515000	7520000	0.016135583	0.017620357	0.022761518	0.023379844
10	7510000	7515000	10	7730000	7735000	5.8392624E-7	6.326668E-7	1.35723E-16	0.002333271
10	7520000	7525000	10	7560000	7565000	6.277124E-7	2.473506E-15	2.00411E-26	1.0450476E-6
10	7565000	7570000	10	7665000	7670000	0.035827912	0.04660109	0.040265072	0.04298086
10	7565000	7570000	10	7725000	7730000	2.0037813E-11	5.3829675E-17	6.8135486E-14	7.546165E-14
10	7565000	7570000	10	7730000	7735000	6.691647E-5	2.1766444E-7	9.574609E-5	2.9863015E-10
10	7570000	7575000	10	7630000	7635000	0.04483995	0.053509507	0.009422996	0.060141843
10	7570000	7575000	10	7725000	7730000	0.0023444297	4.1969068E-4	0.0028436934	4.9006066E-4
10	7570000	7575000	10	7730000	7735000	1.20168916E-4	2.3074988E-6	1.6139589E-4	3.2009194E-8
10	8095000	8100000	10	8170000	8175000	0.0013528856	0.0015097634	0.06828031	0.0020249828
10	8095000	8100000	10	8175000	8180000	1.207585E-6	1.2856603E-6	0.006546616	1.6498644E-4
10	8100000	8105000	10	8170000	8175000	3.0558E-9	3.3482694E-9	0.0027696239	0.0028430468
10	8100000	8105000	10	8175000	8180000	2.1207092E-5	0.0011229754	0.029699374	0.030427925
10	16870000	16875000	10	17295000	17300000	0.0125905955	0.044879492	0.039098535	0.04021526
10	16885000	16890000	10	17295000	17300000	4.8962693E-6	5.854787E-6	0.0028436934	5.8270684E-6
10	16990000	16995000	10	17065000	17070000	9.7498265E-8	2.8431654E-5	0.0033067616	3.926984E-5
10	17065000	17070000	10	17250000	17255000	1.9521705E-10	7.498876E-5	0.009899319	3.1616796E-7
10	17065000	17070000	10	17255000	17260000	2.0103524E-22	1.1290856E-6	0.0032007569	7.339028E-11
10	17065000	17070000	10	17260000	17265000	3.3127496E-18	3.8668375E-5	0.006392519	1.2860636E-7
10	17065000	17070000	10	17265000	17270000	1.5200484E-14	1.2316792E-4	0.020433333	1.8036985E-4
10	17065000	17070000	10	17270000	17275000	0.0	1.0724061E-18	2.5107763E-10	1.8866371E-28
10	17225000	17230000	10	17270000	17275000	7.8035594E-4	8.965919E-4	0.034854207	0.035586562
10	17235000	17240000	10	17270000	17275000	7.427675E-9	8.253307E-9	8.319674E-13	3.1448937E-5
10	17250000	17255000	10	17550000	17555000	6.913153E-7	5.6297205E-5	7.878736E-9	0.0475564
10	17255000	17260000	10	18710000	18715000	7.859453E-4	9.85852E-4	0.015137402	1.4373133E-4
10	17265000	17270000	10	17695000	17700000	2.182599E-4	0.013930251	0.0151211945	0.01538041
10	17275000	17280000	10	17550000	17555000	0.011576669	0.00231285	0.0023916056	0.01538041
10	17450000	17455000	10	17640000	17645000	0.087264985	0.023300918	0.016151015	0.016269952
10	17470000	17475000	10	17550000	17555000	3.431532E-8	1.2804617E-4	1.8701886E-4	1.9022817E-4
10	17480000	17485000	10	17550000	17555000	2.6297496E-6	2.9431915E-6	0.0017635579	0.0018227914
10	17485000	17490000	10	17550000	17555000	1.896672E-4	2.0455355E-4	0.067286864	0.06843507
10	17490000	17495000	10	17550000	17555000	0.009974958	0.011081791	0.015089059	0.015213282
10	17505000	17510000	10	17550000	17555000	0.021275815	0.022318665	0.031496067	0.031050855
