1	17815000	17820000	1	18425000	18430000	0.15965528087180145	3.2
1	17990000	17995000	1	18425000	18430000	0.04452598420385686	6.4
1	17985000	17990000	1	18795000	18800000	0.10453547230315173	2.111212657236631
1	17985000	17990000	1	18905000	18910000	0.0013843995830276007	2.111212657236631
1	17990000	17995000	1	18635000	18640000	0.027428232116555398	2.599207668339954
1	17990000	17995000	1	19140000	19145000	0.07567111702800099	2.111212657236631
1	18075000	18080000	1	18405000	18410000	0.12812153811364965	2.111212657236631
1	18100000	18105000	1	19070000	19075000	0.155099067376289	2.111212657236631
1	18125000	18130000	1	18975000	18980000	0.0617399775450244	2.599207668339954
1	18245000	18250000	1	18425000	18430000	0.06365331187122111	3.2
1	18310000	18315000	1	18630000	18635000	0.17258690035311175	3.2
1	18310000	18315000	1	18900000	18905000	0.14673203250607203	2.111212657236631
1	18430000	18435000	1	18960000	18965000	0.18529739493179959	2.111212657236631
1	18920000	18925000	1	19005000	19010000	0.02624796102796841	2.111212657236631
1	18920000	18925000	1	19145000	19150000	3.9505022540111476e-05	2.111212657236631
1	18920000	18925000	1	19195000	19200000	0.04597065435216668	2.111212657236631
1	19220000	19225000	1	19560000	19565000	0.0029730595861027576	3.6758347359905126
1	19215000	19220000	1	20070000	20075000	0.17854300900712036	2.111212657236631
1	19230000	19235000	1	19290000	19295000	0.0004580367116712896	3.2
1	19230000	19235000	1	19420000	19425000	0.0004173483595266567	5.198415336679908
1	19275000	19280000	1	19795000	19800000	0.14308001973001389	2.599207668339954
1	19415000	19420000	1	19510000	19515000	0.16164756996324156	2.111212657236631
1	19430000	19435000	1	19490000	19495000	0.0034580157257813513	5.198415336679908
1	19450000	19455000	1	19565000	19570000	0.05879759640523828	2.111212657236631
1	19450000	19455000	1	19980000	19985000	0.056634588396202806	2.111212657236631
1	19475000	19480000	1	19530000	19535000	0.04885878690192505	4.525483399593905
1	19495000	19500000	1	19565000	19570000	0.024041165899299177	2.599207668339954
1	19500000	19505000	1	19975000	19980000	0.04597065435216668	2.111212657236631
1	19575000	19580000	1	19980000	19985000	0.008638668262040515	2.111212657236631
1	19580000	19585000	1	19635000	19640000	0.1276389469625319	2.599207668339954
1	19670000	19675000	1	19910000	19915000	0.006998592196645649	2.111212657236631
1	19665000	19670000	1	19975000	19980000	0.0017977609031903552	2.599207668339954
1	19715000	19720000	1	19910000	19915000	0.0034079970004602675	3.2
1	19720000	19725000	1	19975000	19980000	0.019224225517332865	2.599207668339954
1	19720000	19725000	1	19810000	19815000	0.10324037654165368	2.599207668339954
1	19770000	19775000	1	19910000	19915000	0.043236553054659524	2.599207668339954
1	19765000	19770000	1	19975000	19980000	0.16539766437129455	2.111212657236631
1	19810000	19815000	1	19915000	19920000	0.003932017852929794	2.599207668339954
1	19815000	19820000	1	19970000	19975000	0.0999664616748478	2.111212657236631
1	19990000	19995000	1	20135000	20140000	0.061520247186510196	2.111212657236631
1	20175000	20180000	1	20810000	20815000	0.04597065435216668	2.111212657236631
1	20210000	20215000	1	20955000	20960000	0.1197698733401781	3.6758347359905126
1	20220000	20225000	1	20875000	20880000	0.1544973552901474	2.111212657236631
1	20235000	20240000	1	20820000	20825000	0.0007757582060773504	3.6758347359905126
1	20245000	20250000	1	20475000	20480000	2.5058714828632115e-05	2.599207668339954
1	20245000	20250000	1	20525000	20530000	0.005304713217234767	2.599207668339954
1	20245000	20250000	1	20420000	20425000	0.010922277188941152	2.599207668339954
1	20300000	20305000	1	20475000	20480000	0.052222738403200464	2.599207668339954
1	20365000	20370000	1	20475000	20480000	0.19042400163748452	2.599207668339954
1	20425000	20430000	1	20475000	20480000	0.00047168843028560115	2.111212657236631
1	20425000	20430000	1	20520000	20525000	0.010894808206658049	2.111212657236631
1	20540000	20545000	1	20690000	20695000	0.16164756996324156	2.111212657236631
1	20540000	20545000	1	20815000	20820000	4.6934527520470226e-05	2.599207668339954
1	20540000	20545000	1	20870000	20875000	0.1803250827179667	2.599207668339954
1	20695000	20700000	1	20815000	20820000	0.06895233113203333	2.111212657236631
1	20840000	20845000	1	21900000	21905000	0.14034374961106344	2.111212657236631
1	20845000	20850000	1	20965000	20970000	4.6934527520470226e-05	2.599207668339954
1	20850000	20855000	1	21520000	21525000	0.10482942314723136	2.599207668339954
1	21010000	21015000	1	21705000	21710000	0.13334621924624604	3.6758347359905126
1	21010000	21015000	1	21855000	21860000	0.1581546726002078	2.111212657236631
1	21020000	21025000	1	21520000	21525000	3.6657980059806583e-07	3.2
1	21025000	21030000	1	21800000	21805000	0.1642779230715044	2.599207668339954
1	21055000	21060000	1	21515000	21520000	0.08795034490961055	2.111212657236631
1	21090000	21095000	1	22025000	22030000	0.07312530051022559	3.6758347359905126
1	21090000	21095000	1	22070000	22075000	0.11505989336350135	2.111212657236631
1	21115000	21120000	1	21505000	21510000	0.052222738403200464	3.6758347359905126
1	21130000	21135000	1	21200000	21205000	0.1144053158981374	2.599207668339954
1	21185000	21190000	1	21520000	21525000	0.18366995949391668	2.599207668339954
