10	112155476	112156405	10	112185822	112186087	8
10	72502327	72502416	10	124749864	124750142	4
10	74042694	74044256	10	74052038	74053202	8
10	99160984	99161200	10	99191216	99191755	4
10	112071026	112071423	10	112260752	112261402	4
10	25176332	25176858	10	25189344	25190153	4
10	72575284	72576257	10	72639755	72640139	7
10	92671420	92671596	10	93011186	93011466	5
10	6176573	6177348	10	6244534	6245719	6
10	97523343	97524016	10	97543020	97544338	6
10	134236672	134237415	10	134254943	134256210	5
10	112114627	112117806	10	112154418	112156472	54
10	74032494	74039380	10	74093155	74097538	157
10	16478663	16479136	10	16564503	16565568	4
10	97156873	97156913	10	97175198	97175417	4
10	74758679	74759354	10	74771809	74772390	4
10	45965681	45966827	10	46168127	46168940	5
10	70847396	70849428	10	70881892	70884639	18
10	125150759	125152534	10	125312199	125314441	25
10	112661612	112662174	10	112676080	112677422	6
10	75910501	75912029	10	75925975	75926614	6
10	112071404	112071932	10	112295784	112296123	4
10	70355464	70355660	10	70367296	70367376	4
10	58228002	58228041	10	58265636	58265762	4
10	75540898	75542321	10	75570960	75571784	7
10	76613745	76613969	10	76658145	76658633	4
10	30730474	30731300	10	30742979	30743527	4
10	71981012	71981593	10	72118967	72119790	5
10	73118865	73120175	10	73132645	73133479	7
10	129883627	129884454	10	129892642	129893357	6
10	30704375	30704721	10	30723834	30724565	5
10	101419039	101419526	10	101479090	101479222	4
10	22919586	22920059	10	23003355	23003713	4
10	74012696	74013250	10	74033385	74033731	4
10	74056444	74058026	10	74087687	74088901	15
10	65279054	65279889	10	65389078	65390205	4
10	102085277	102085623	10	102193599	102193852	4
10	92631656	92631872	10	92659830	92660016	4
10	75531580	75532956	10	75541526	75543211	21
10	68814270	68815081	10	68823033	68823521	4
10	61588758	61589737	10	61666523	61666992	4
10	99078723	99079315	10	99091938	99092546	4
10	125157620	125157862	10	125296524	125297411	4
10	75908145	75908574	10	75967020	75967965	4
10	22978021	22978735	10	22987645	22989111	6
10	103727959	103728268	10	103824813	103825623	5
10	82218836	82219449	10	82231379	82232788	13
10	64370290	64371159	10	64571073	64571757	6
10	14689238	14691922	10	14699716	14702385	35
10	102671708	102673254	10	102746835	102747566	4
10	70838838	70839395	10	70851282	70851792	4
10	56197285	56197629	10	56217293	56217688	4
10	112257275	112260821	10	112288003	112289815	27
10	5934660	5936371	10	5945048	5945927	7
10	104195163	104196002	10	104206819	104207591	6
10	74917514	74919158	10	74927018	74928271	15
10	11218042	11219182	10	11311722	11312758	5
10	112517357	112517740	10	112533229	112533969	5
10	75957586	75958624	10	75970647	75971466	4
10	5882954	5883463	10	6018952	6019210	4
10	54287088	54287373	10	54317059	54317679	4
10	94333693	94334490	10	94346835	94347859	6
10	112653442	112653511	10	112732348	112732550	4
10	126159456	126160001	10	126168533	126168901	4
10	22928640	22929653	10	22937826	22938453	4
10	65005563	65005975	10	65024467	65025007	4
10	112223704	112224583	10	112257180	112257830	4
10	12164288	12165043	10	12237272	12238094	4
10	97453717	97454130	10	97547278	97547951	5
10	135175737	135176247	10	135186788	135187569	4
10	121459854	121460463	10	121485108	121486257	5
10	79609233	79609291	10	101064021	101064141	4
10	7487686	7487942	10	7502786	7503229	5
10	70091893	70092577	10	70715873	70716399	4
10	32878803	32879381	10	32909260	32909623	4
10	31320804	31321570	10	31606760	31607374	4
10	101917925	101918854	10	101934116	101934833	6
