1	1100000	1200000	1	1200000	1300000	.	.	.	.	0,255,0
1	1400000	1500000	1	1500000	1600000	.	.	.	.	0,255,0
1	2300000	2400000	1	3200000	3300000	.	.	.	.	0,255,0
1	1900000	2000000	1	4400000	4500000	.	.	.	.	0,255,0
1	2200000	2300000	1	4800000	4900000	.	.	.	.	0,255,0
1	3100000	3200000	1	4400000	4500000	.	.	.	.	0,255,0
1	4200000	4300000	1	4900000	5000000	.	.	.	.	0,255,0
1	4300000	4400000	1	7300000	7400000	.	.	.	.	0,255,0
1	7100000	7200000	1	7600000	7700000	.	.	.	.	0,255,0
1	7700000	7800000	1	11500000	11600000	.	.	.	.	0,255,0
1	8100000	8200000	1	8200000	8300000	.	.	.	.	0,255,0
1	8500000	8600000	1	8700000	8800000	.	.	.	.	0,255,0
1	9300000	9400000	1	9500000	9600000	.	.	.	.	0,255,0
1	9800000	9900000	1	9900000	10000000	.	.	.	.	0,255,0
1	10000000	10100000	1	10400000	10500000	.	.	.	.	0,255,0
1	10600000	10700000	1	10900000	11000000	.	.	.	.	0,255,0
1	11300000	11400000	1	11600000	11700000	.	.	.	.	0,255,0
1	12500000	12600000	1	15200000	15300000	.	.	.	.	0,255,0
1	14400000	14500000	1	15000000	15100000	.	.	.	.	0,255,0
1	14500000	14600000	1	18100000	18200000	.	.	.	.	0,255,0
1	17600000	17700000	1	20600000	20700000	.	.	.	.	0,255,0
1	18000000	18100000	1	18900000	19000000	.	.	.	.	0,255,0
1	18300000	18400000	1	20700000	20800000	.	.	.	.	0,255,0
1	19000000	19100000	1	20700000	20800000	.	.	.	.	0,255,0
1	19700000	19800000	1	19900000	20000000	.	.	.	.	0,255,0
1	20700000	20800000	1	23100000	23200000	.	.	.	.	0,255,0
1	21300000	21400000	1	21400000	21500000	.	.	.	.	0,255,0
1	22000000	22100000	1	22100000	22200000	.	.	.	.	0,255,0
1	24500000	24600000	1	24700000	24800000	.	.	.	.	0,255,0
1	25200000	25300000	1	25300000	25400000	.	.	.	.	0,255,0
1	25800000	25900000	1	26100000	26200000	.	.	.	.	0,255,0
1	26800000	26900000	1	27000000	27100000	.	.	.	.	0,255,0
1	27400000	27500000	1	27500000	27600000	.	.	.	.	0,255,0
1	27700000	27800000	1	27800000	27900000	.	.	.	.	0,255,0
1	28100000	28200000	1	28200000	28300000	.	.	.	.	0,255,0
1	28400000	28500000	1	28500000	28600000	.	.	.	.	0,255,0
1	28400000	28500000	1	32300000	32400000	.	.	.	.	0,255,0
1	28700000	28800000	1	28800000	28900000	.	.	.	.	0,255,0
1	29600000	29700000	1	30200000	30300000	.	.	.	.	0,255,0
1	28800000	28900000	1	32300000	32400000	.	.	.	.	0,255,0
1	29200000	29300000	1	29300000	29400000	.	.	.	.	0,255,0
1	30200000	30300000	1	31000000	31100000	.	.	.	.	0,255,0
1	30900000	31000000	1	34200000	34300000	.	.	.	.	0,255,0
1	32900000	33000000	1	33100000	33200000	.	.	.	.	0,255,0
1	34500000	34600000	1	35100000	35200000	.	.	.	.	0,255,0
1	34400000	34500000	1	37400000	37500000	.	.	.	.	0,255,0
1	36600000	36700000	1	36700000	36800000	.	.	.	.	0,255,0
1	37100000	37200000	1	37800000	37900000	.	.	.	.	0,255,0
1	37200000	37300000	1	39100000	39200000	.	.	.	.	0,255,0
1	38600000	38700000	1	39000000	39100000	.	.	.	.	0,255,0
1	38300000	38400000	1	39800000	39900000	.	.	.	.	0,255,0
1	39700000	39800000	1	39800000	39900000	.	.	.	.	0,255,0
1	40300000	40400000	1	40400000	40500000	.	.	.	.	0,255,0
1	40600000	40700000	1	40700000	40800000	.	.	.	.	0,255,0
1	42000000	42100000	1	42300000	42400000	.	.	.	.	0,255,0
1	44100000	44200000	1	44400000	44500000	.	.	.	.	0,255,0
1	45400000	45500000	1	45700000	45800000	.	.	.	.	0,255,0
1	46500000	46600000	1	46600000	46700000	.	.	.	.	0,255,0
1	47500000	47600000	1	50600000	50700000	.	.	.	.	0,255,0
1	48000000	48100000	1	50600000	50700000	.	.	.	.	0,255,0
1	49500000	49600000	1	50300000	50400000	.	.	.	.	0,255,0
1	52000000	52100000	1	52200000	52300000	.	.	.	.	0,255,0
1	54500000	54600000	1	55200000	55300000	.	.	.	.	0,255,0
1	56300000	56400000	1	57000000	57100000	.	.	.	.	0,255,0
1	57300000	57400000	1	58400000	58500000	.	.	.	.	0,255,0
1	57900000	58000000	1	60500000	60600000	.	.	.	.	0,255,0
1	59000000	59100000	1	60200000	60300000	.	.	.	.	0,255,0
1	59200000	59300000	1	59700000	59800000	.	.	.	.	0,255,0
1	59100000	59200000	1	62200000	62300000	.	.	.	.	0,255,0
1	60400000	60500000	1	62000000	62100000	.	.	.	.	0,255,0
1	63000000	63100000	1	63100000	63200000	.	.	.	.	0,255,0
1	63100000	63200000	1	66800000	66900000	.	.	.	.	0,255,0
1	64100000	64200000	1	64600000	64700000	.	.	.	.	0,255,0
1	66400000	66500000	1	66900000	67000000	.	.	.	.	0,255,0
1	66800000	66900000	1	70600000	70700000	.	.	.	.	0,255,0
1	67400000	67500000	1	70700000	70800000	.	.	.	.	0,255,0
1	68100000	68200000	1	70800000	70900000	.	.	.	.	0,255,0
1	69000000	69100000	1	70100000	70200000	.	.	.	.	0,255,0
1	76200000	76300000	1	78100000	78200000	.	.	.	.	0,255,0
1	76700000	76800000	1	77500000	77600000	.	.	.	.	0,255,0
1	76400000	76500000	1	78500000	78600000	.	.	.	.	0,255,0
1	76400000	76500000	1	78800000	78900000	.	.	.	.	0,255,0
1	78600000	78700000	1	79000000	79100000	.	.	.	.	0,255,0
1	79300000	79400000	1	81600000	81700000	.	.	.	.	0,255,0
1	79700000	79800000	1	81300000	81400000	.	.	.	.	0,255,0
1	79900000	80000000	1	81600000	81700000	.	.	.	.	0,255,0
1	80600000	80700000	1	84200000	84300000	.	.	.	.	0,255,0
1	81000000	81100000	1	84200000	84300000	.	.	.	.	0,255,0
1	83300000	83400000	1	84100000	84200000	.	.	.	.	0,255,0
1	82000000	82100000	1	85000000	85100000	.	.	.	.	0,255,0
1	81900000	82000000	1	85500000	85600000	.	.	.	.	0,255,0
1	84500000	84600000	1	85200000	85300000	.	.	.	.	0,255,0
1	87400000	87500000	1	89200000	89300000	.	.	.	.	0,255,0
1	87700000	87800000	1	88300000	88400000	.	.	.	.	0,255,0
1	89500000	89600000	1	89800000	89900000	.	.	.	.	0,255,0
1	90100000	90200000	1	93400000	93500000	.	.	.	.	0,255,0
1	90500000	90600000	1	91600000	91700000	.	.	.	.	0,255,0
1	92000000	92100000	1	92300000	92400000	.	.	.	.	0,255,0
1	91900000	92000000	1	93100000	93200000	.	.	.	.	0,255,0
1	92700000	92800000	1	93000000	93100000	.	.	.	.	0,255,0
1	97600000	97700000	1	98200000	98300000	.	.	.	.	0,255,0
1	95700000	95800000	1	97100000	97200000	.	.	.	.	0,255,0
1	96400000	96500000	1	99400000	99500000	.	.	.	.	0,255,0
1	98600000	98700000	1	102300000	102400000	.	.	.	.	0,255,0
1	98700000	98800000	1	102600000	102700000	.	.	.	.	0,255,0
1	99800000	99900000	1	102300000	102400000	.	.	.	.	0,255,0
1	99000000	99100000	1	102500000	102600000	.	.	.	.	0,255,0
1	100200000	100300000	1	100800000	100900000	.	.	.	.	0,255,0
1	101400000	101500000	1	101700000	101800000	.	.	.	.	0,255,0
1	102200000	102300000	1	102800000	102900000	.	.	.	.	0,255,0
1	102100000	102200000	1	103400000	103500000	.	.	.	.	0,255,0
1	103300000	103400000	1	106100000	106200000	.	.	.	.	0,255,0
1	105300000	105400000	1	106300000	106400000	.	.	.	.	0,255,0
1	106500000	106600000	1	107600000	107700000	.	.	.	.	0,255,0
1	110300000	110400000	1	110400000	110500000	.	.	.	.	0,255,0
1	110700000	110800000	1	110800000	110900000	.	.	.	.	0,255,0
1	112700000	112800000	1	114600000	114700000	.	.	.	.	0,255,0
1	112600000	112700000	1	115700000	115800000	.	.	.	.	0,255,0
1	112700000	112800000	1	116400000	116500000	.	.	.	.	0,255,0
1	113600000	113700000	1	114300000	114400000	.	.	.	.	0,255,0
1	117200000	117300000	1	117400000	117500000	.	.	.	.	0,255,0
1	118700000	118800000	1	119500000	119600000	.	.	.	.	0,255,0
1	150000000	150100000	1	153800000	153900000	.	.	.	.	0,255,0
1	150300000	150400000	1	150400000	150500000	.	.	.	.	0,255,0
1	150700000	150800000	1	150800000	150900000	.	.	.	.	0,255,0
1	151200000	151300000	1	153800000	153900000	.	.	.	.	0,255,0
1	151200000	151300000	1	154900000	155000000	.	.	.	.	0,255,0
1	151200000	151300000	1	154200000	154300000	.	.	.	.	0,255,0
1	151500000	151600000	1	151700000	151800000	.	.	.	.	0,255,0
1	153600000	153700000	1	154100000	154200000	.	.	.	.	0,255,0
1	153700000	153800000	1	153800000	153900000	.	.	.	.	0,255,0
1	154700000	154800000	1	154800000	154900000	.	.	.	.	0,255,0
1	155400000	155500000	1	155500000	155600000	.	.	.	.	0,255,0
1	155800000	155900000	1	155900000	156000000	.	.	.	.	0,255,0
1	156100000	156200000	1	156200000	156300000	.	.	.	.	0,255,0
1	156400000	156500000	1	156500000	156600000	.	.	.	.	0,255,0
